idx	preset	role	shared_l3	a_slug	a_title	b_slug	b_title	trig_jaccard	shared_triggers	title_identical	a_user_summary	b_user_summary	a_workflow	b_workflow
375	agt-031	AGT-031 绘影	素材版本管理	p2s-aigc-authenticity-trust-framework	AIGC Authenticity Trust Framework — 图文双轨 AIGC 真实性检测与消费者信任管理	p2s-product-background-scene-generation	SD+ControlNet商品场景图生成 — 白底转场景化主图的AI摄影替代	0			AI 生成的图和文案上架前先过一遍双轨检测，绿色直接用、黄色修、红色换，别等消费者发现才补救。	把一张白底商品图变成婴儿房、户外草地、木地板客厅等多个场景，测出哪个背景点击率最高。	接入待检素材（图片与文案） → 计算图像 Patch 不连续性分数与文本词汇多样性指标 → 按阈值输出绿/黄/红风险等级 → 给出修图、替换或标注建议，高风险素材不得直接上架	准备白底商品图与按品类预设的场景提示词 → 按目标场景数量生成场景化图 → 批量输出同视角、不同背景的成套场景图 → 用于 A/B 测试并挑出 CTR 最高的场景
376	agt-031	AGT-031 绘影	视频制作协作	p2s-anchorcrafter-virtual-anchor-demo	AnchorCrafter — Virtual Anchor Product Demo（虚拟主播带货视频生成）	p2s-aquarius-brand-video-generation	Aquarius — Brand Video Generation（品牌营销视频生成）	0			商品图配一段参考视频，就能批量生成虚拟主播的演示视频，还能换不同市场的主播形象。	一套品牌素材自动生成各市场的品牌视频，换模特、换语言、换节日主题，品牌色和产品外观不变。	准备商品白底图（正面与侧面）与主播参考视频 → 编写动作描述（持握、展示、讲解） → 调用生成管线输出 15-30 秒演示视频 → 同一商品更换主播形象产出多市场版本	准备品牌主视觉素材与各市场本地化参数 → 按市场与用户分群配置视频版本 → 批量生成并保持品牌色与产品外观一致 → 产出后做个性化版本与通用版本的 A/B 测试
377	agt-031	AGT-031 绘影	视频制作协作	p2s-anchorcrafter-virtual-anchor-demo	AnchorCrafter — Virtual Anchor Product Demo（虚拟主播带货视频生成）	p2s-brand-video-generation	Brand Video Generation — AI品牌视频生成：从文本/图像到高保真营销视频的全链路技术	0			商品图配一段参考视频，就能批量生成虚拟主播的演示视频，还能换不同市场的主播形象。	用文字和产品图直接生成品牌营销视频，把十几天的外拍周期压到几小时。	准备商品白底图（正面与侧面）与主播参考视频 → 编写动作描述（持握、展示、讲解） → 调用生成管线输出 15-30 秒演示视频 → 同一商品更换主播形象产出多市场版本	定义品牌档案（品牌色、Logo 位置、字体风格、关键词） → 按场景写生成提示词（使用场景、旋转展示、功能讲解） → 批量生成视频并校验品牌视觉一致性 → 输出成片用于 Listing、A+ 或社交媒体投放
378	agt-031	AGT-031 绘影	视频制作协作	p2s-anchorcrafter-virtual-anchor-demo	AnchorCrafter — Virtual Anchor Product Demo（虚拟主播带货视频生成）	p2s-cross-platform-video-repurposing	Skill-Cross-Platform-Video-Repurposing — 跨平台视频内容复用适配	0			商品图配一段参考视频，就能批量生成虚拟主播的演示视频，还能换不同市场的主播形象。	一条横版演示视频自动改造成各平台要的竖版尺寸、时长和字幕风格，把一次拍摄用满五个渠道。	准备商品白底图（正面与侧面）与主播参考视频 → 编写动作描述（持握、展示、讲解） → 调用生成管线输出 15-30 秒演示视频 → 同一商品更换主播形象产出多市场版本	读取原始母版视频与各平台规格配置 → 按平台比例裁剪并对主体居中（如 16:9 转 9:16） → 按平台最优时长裁切并调整字幕风格 → 重写各平台文案首行并输出适配版本清单
379	agt-031	AGT-031 绘影	视频制作协作	p2s-aquarius-brand-video-generation	Aquarius — Brand Video Generation（品牌营销视频生成）	p2s-brand-video-generation	Brand Video Generation — AI品牌视频生成：从文本/图像到高保真营销视频的全链路技术	0			一套品牌素材自动生成各市场的品牌视频，换模特、换语言、换节日主题，品牌色和产品外观不变。	用文字和产品图直接生成品牌营销视频，把十几天的外拍周期压到几小时。	准备品牌主视觉素材与各市场本地化参数 → 按市场与用户分群配置视频版本 → 批量生成并保持品牌色与产品外观一致 → 产出后做个性化版本与通用版本的 A/B 测试	定义品牌档案（品牌色、Logo 位置、字体风格、关键词） → 按场景写生成提示词（使用场景、旋转展示、功能讲解） → 批量生成视频并校验品牌视觉一致性 → 输出成片用于 Listing、A+ 或社交媒体投放
380	agt-031	AGT-031 绘影	视频制作协作	p2s-aquarius-brand-video-generation	Aquarius — Brand Video Generation（品牌营销视频生成）	p2s-cross-platform-video-repurposing	Skill-Cross-Platform-Video-Repurposing — 跨平台视频内容复用适配	0			一套品牌素材自动生成各市场的品牌视频，换模特、换语言、换节日主题，品牌色和产品外观不变。	一条横版演示视频自动改造成各平台要的竖版尺寸、时长和字幕风格，把一次拍摄用满五个渠道。	准备品牌主视觉素材与各市场本地化参数 → 按市场与用户分群配置视频版本 → 批量生成并保持品牌色与产品外观一致 → 产出后做个性化版本与通用版本的 A/B 测试	读取原始母版视频与各平台规格配置 → 按平台比例裁剪并对主体居中（如 16:9 转 9:16） → 按平台最优时长裁切并调整字幕风格 → 重写各平台文案首行并输出适配版本清单
381	agt-031	AGT-031 绘影	视频制作协作	p2s-brand-video-generation	Brand Video Generation — AI品牌视频生成：从文本/图像到高保真营销视频的全链路技术	p2s-cross-platform-video-repurposing	Skill-Cross-Platform-Video-Repurposing — 跨平台视频内容复用适配	0			用文字和产品图直接生成品牌营销视频，把十几天的外拍周期压到几小时。	一条横版演示视频自动改造成各平台要的竖版尺寸、时长和字幕风格，把一次拍摄用满五个渠道。	定义品牌档案（品牌色、Logo 位置、字体风格、关键词） → 按场景写生成提示词（使用场景、旋转展示、功能讲解） → 批量生成视频并校验品牌视觉一致性 → 输出成片用于 Listing、A+ 或社交媒体投放	读取原始母版视频与各平台规格配置 → 按平台比例裁剪并对主体居中（如 16:9 转 9:16） → 按平台最优时长裁切并调整字幕风格 → 重写各平台文案首行并输出适配版本清单
382	agt-031	AGT-031 绘影	视觉简报	p2s-brand-video-generation	Brand Video Generation — AI品牌视频生成：从文本/图像到高保真营销视频的全链路技术	p2s-diffusion-model-product-image	Diffusion Model Product Image Generation — 扩散模型产品图生成：AI 主图替代专业摄影	0			用文字和产品图直接生成品牌营销视频，把十几天的外拍周期压到几小时。	一张真实产品照就能批量生成不同场景的产品图，把专业摄影的预算和七天交期压缩到两小时。	定义品牌档案（品牌色、Logo 位置、字体风格、关键词） → 按场景写生成提示词（使用场景、旋转展示、功能讲解） → 批量生成视频并校验品牌视觉一致性 → 输出成片用于 Listing、A+ 或社交媒体投放	准备真实产品照片与目标风格参考图 → 按图片类型生成提示词（白底、生活场景、细节、对比） → 保持产品主体一致并批量生成候选图 → 筛出合规白底图与可用场景图，输出 A/B 测试组合建议
383	agt-031	AGT-031 绘影	视觉简报	p2s-brand-video-generation	Brand Video Generation — AI品牌视频生成：从文本/图像到高保真营销视频的全链路技术	p2s-e-commerce-video-benchmark	E-Commerce Video Benchmark（电商视频质量评估基准）	0			用文字和产品图直接生成品牌营销视频，把十几天的外拍周期压到几小时。	用四个维度给不同 AI 视频模型打分，选出最不会把产品拍变形、拍错色的那一个。	定义品牌档案（品牌色、Logo 位置、字体风格、关键词） → 按场景写生成提示词（使用场景、旋转展示、功能讲解） → 批量生成视频并校验品牌视觉一致性 → 输出成片用于 Listing、A+ 或社交媒体投放	确定候选模型清单与四个评测维度（PCF/LTP/VS/MN） → 对每个模型的样片逐维度打分 → 按权重计算整体得分并排序 → 给出推荐模型与适用场景结论
384	agt-031	AGT-031 绘影	视觉简报	p2s-brand-video-generation	Brand Video Generation — AI品牌视频生成：从文本/图像到高保真营销视频的全链路技术	p2s-product-background-scene-generation	SD+ControlNet商品场景图生成 — 白底转场景化主图的AI摄影替代	0			用文字和产品图直接生成品牌营销视频，把十几天的外拍周期压到几小时。	把一张白底商品图变成婴儿房、户外草地、木地板客厅等多个场景，测出哪个背景点击率最高。	定义品牌档案（品牌色、Logo 位置、字体风格、关键词） → 按场景写生成提示词（使用场景、旋转展示、功能讲解） → 批量生成视频并校验品牌视觉一致性 → 输出成片用于 Listing、A+ 或社交媒体投放	准备白底商品图与按品类预设的场景提示词 → 按目标场景数量生成场景化图 → 批量输出同视角、不同背景的成套场景图 → 用于 A/B 测试并挑出 CTR 最高的场景
385	agt-031	AGT-031 绘影	素材版本管理	p2s-creative-fatigue-detection	Creative Fatigue Detection — 生存分析驱动的广告素材疲劳检测	p2s-cross-platform-video-repurposing	Skill-Cross-Platform-Video-Repurposing — 跨平台视频内容复用适配	0			盯着每支素材的点击率走势，在它开始拖累账户之前提醒你换素材或下线。	一条横版演示视频自动改造成各平台要的竖版尺寸、时长和字幕风格，把一次拍摄用满五个渠道。	接入素材逐日曝光、点击、转化与花费序列 → 计算 CTR/CVR/CPC 指标与路径签名衰减特征 → 识别疲劳起点并关联 ROAS 下滑 → 输出需要下线或替换的素材清单与时点建议	读取原始母版视频与各平台规格配置 → 按平台比例裁剪并对主体居中（如 16:9 转 9:16） → 按平台最优时长裁切并调整字幕风格 → 重写各平台文案首行并输出适配版本清单
386	agt-031	AGT-031 绘影	素材版本管理	p2s-creative-fatigue-detection	Creative Fatigue Detection — 生存分析驱动的广告素材疲劳检测	p2s-diffusion-model-product-image	Diffusion Model Product Image Generation — 扩散模型产品图生成：AI 主图替代专业摄影	0			盯着每支素材的点击率走势，在它开始拖累账户之前提醒你换素材或下线。	一张真实产品照就能批量生成不同场景的产品图，把专业摄影的预算和七天交期压缩到两小时。	接入素材逐日曝光、点击、转化与花费序列 → 计算 CTR/CVR/CPC 指标与路径签名衰减特征 → 识别疲劳起点并关联 ROAS 下滑 → 输出需要下线或替换的素材清单与时点建议	准备真实产品照片与目标风格参考图 → 按图片类型生成提示词（白底、生活场景、细节、对比） → 保持产品主体一致并批量生成候选图 → 筛出合规白底图与可用场景图，输出 A/B 测试组合建议
387	agt-031	AGT-031 绘影	素材版本管理	p2s-creative-fatigue-detection	Creative Fatigue Detection — 生存分析驱动的广告素材疲劳检测	p2s-product-background-scene-generation	SD+ControlNet商品场景图生成 — 白底转场景化主图的AI摄影替代	0			盯着每支素材的点击率走势，在它开始拖累账户之前提醒你换素材或下线。	把一张白底商品图变成婴儿房、户外草地、木地板客厅等多个场景，测出哪个背景点击率最高。	接入素材逐日曝光、点击、转化与花费序列 → 计算 CTR/CVR/CPC 指标与路径签名衰减特征 → 识别疲劳起点并关联 ROAS 下滑 → 输出需要下线或替换的素材清单与时点建议	准备白底商品图与按品类预设的场景提示词 → 按目标场景数量生成场景化图 → 批量输出同视角、不同背景的成套场景图 → 用于 A/B 测试并挑出 CTR 最高的场景
